song_id,歌名,别名,作者,来源,本家,收录方式,更新时间,真实作者
940795,Distant Relatives (Cut Ver.),,Taishi,osu!mania 4K World Cup,,,2025/8/16,
940796,空中分解 (Long Ver.),,すりぃ,osu!mania 4K World Cup,,,2025/8/16,
940797,Eternity,,Yooh,osu!mania 4K World Cup,,,2025/8/16,
940798,Winnipeg As Mandatory Scat Feed,,Venetian Snares,osu!mania 4K World Cup,,,2025/8/16,
940799,Black Knife,,Toby Fox,osu!mania 4K World Cup,,,2025/8/16,
940800,still all scared of ouija boards (edit ver.),,goreshit,osu!mania 4K World Cup,,,2025/8/16,
940801,HIS WORLD ~THEME OF SONIC THE HEDGEHOG~ (Cut Ver.),,Ali Tabatabaee & Matty Lewis,osu!mania 4K World Cup,,,2025/8/16,"['Ali Tabatabaee', 'Matty Lewis']"
940802,Celebration,,비와이,osu!mania 4K World Cup,,,2025/8/16,
940803,SHARAKU,,KASHIWA Daisuke,osu!mania 4K World Cup,,,2025/8/25,
940804,Amnéhilesie,,みそみぃる,osu!mania 4K World Cup,,,2025/8/16,
940805,V!rtuaresort,,seatrus,osu!mania 4K World Cup,,,2025/8/16,
940806,八月、某、月明かり (Cut Ver.),,ヨルシカ,osu!mania 4K World Cup,,,2025/8/16,
940807,Anti Safety Zone,,MYUKKE.,osu!mania 4K World Cup,,,2025/8/16,
940808,Operation: Zenithfall,,かめりあ,osu!mania 4K World Cup,,,2025/8/16,
940810,イガク,医学,原口沙輔 feat. 重音テト,osu!mania 4K World Cup,,,2025/8/16,['原口沙輔']
940811,Toki (maidable Remix) (Cut Ver.),,Puru,osu!mania 4K World Cup,,,2025/8/16,
940812,色は情へと誘う,,senya,osu!mania 4K World Cup,,,2025/8/16,
940813,It's Going Down Now,,高橋あず美 feat. Lotus Juice,osu!mania 4K World Cup,,,2025/8/16,"['高橋あず美', 'Lotus Juice']"
940814,Endro,,Aquestion,osu!mania 4K World Cup,,,2025/8/16,
940815,Romanesque Romancia,,Ariabl'eyeS,osu!mania 4K World Cup,,,2025/8/16,
940816,Danger & Danger (Cut Ver.),,Cranky,osu!mania 4K World Cup,,,2025/8/16,
940817,グロストス城 (Cut Ver.),,Falcom Sound Team jdk,osu!mania 4K World Cup,,,2025/8/16,
940818,Bison Charge,,梅干茶漬け,osu!mania 4K World Cup,,,2025/8/16,
940819,kinetic flux,,metamorφsis,osu!mania 4K World Cup,,,2025/8/16,
940820,鏡面の波,,YURiKA,osu!mania 4K World Cup,,,2025/8/16,
940821,cherry blossoms explode across the dying horizon (cut ver.),,sakuraburst,osu!mania 4K World Cup,,,2025/8/16,
940822,ゴールデンレイ,,三月のパンタシア,osu!mania 4K World Cup,,,2025/8/16,
940823,フェイク,,Feryquitous feat. 藍月なくる,osu!mania 4K World Cup,,,2025/8/16,"['Feryquitous', '藍月なくる']"
940824,PLANET//SHAPER (Cut Ver.),,かめりあ,osu!mania 4K World Cup,,,2025/8/16,
940825,Void//Shader (feat. xia),,Sad Keyboard Guy & Myntian,osu!mania 4K World Cup,,,2025/9/1,"['Sad Keyboard Guy', 'Myntian']"
940826,激唱インフィニティ (Cut Ver.),,Various Artists,osu!mania 4K World Cup,,,2025/8/16,
940827,The Cat Evolved Into The Microwave-proof Cat!,,かめりあ,osu!mania 4K World Cup,,,2025/8/16,
940828,アネモニー (feat. はぁち),,Ponchi♪,osu!mania 4K World Cup,,,2025/8/16,
940829,嬰児クインビー,,-45,osu!mania 4K World Cup,,,2025/8/16,
940830,NEERWUISSALEARNTD,,Frums,osu!mania 4K World Cup,,,2025/8/16,
940831,Cosmos (feat. GUMI) (Cut Ver.),,otetsu,osu!mania 4K World Cup,,,2025/8/16,
940832,閃光の行方 (Game Ver.),,Falcom Sound Team jdk feat. 小寺可南子,osu!mania 4K World Cup,,,2025/8/16,"['Falcom Sound Team jdk', '小寺可南子']"
940833,Violent Storm (GaMetal Remix),,Motoi Sakuraba,osu!mania 4K World Cup,,,2025/8/16,
940834,Contradiction,,96-glass,osu!mania 4K World Cup,,,2025/8/16,
940835,Saint Patron,,Ruby My Dear,osu!mania 4K World Cup,,,2025/9/8,
940836,見つかんない見つかんない,,きくお,osu!mania 4K World Cup,,,2025/8/16,
940837,SIX BILLION MNSN,,Marmalade butcher,osu!mania 4K World Cup,,,2025/9/8,
940838,Dans la mer de son (Cut Ver.),,かめりあ,osu!mania 4K World Cup,,,2025/8/16,
940839,Ankh Natron Collider,,Kou!,osu!mania 4K World Cup,,,2025/9/8,
940840,Pixel Planet,,Lime,osu!mania 4K World Cup,,,2025/8/16,
940841,Spider Tank,,オヌミ,osu!mania 4K World Cup,,,2025/8/16,
940842,ILLEGAL LEGACY,,seatrus,osu!mania 4K World Cup,,,2025/8/16,
940843,The Island - Pt. II (Dusk),,Pendulum,osu!mania 4K World Cup,,,2025/8/16,
940844,LaByRa,,Datach'i,osu!mania 4K World Cup,,,2025/8/16,
940845,Wicked feat. Mori Calliope,,星街すいせい,osu!mania 4K World Cup,,,2025/8/16,
940846,Kisaragi (Cut Ver.),,かめりあ,osu!mania 4K World Cup,,,2025/8/16,
940847,Abandoned Shrine Party,,cYsmix,osu!mania 4K World Cup,,,2025/8/16,
940848,Sugar/Tzu,,black midi,osu!mania 4K World Cup,,,2025/8/16,
940849,BERSERK -Forces- (Cut Ver.),,平沢進,osu!mania 4K World Cup,,,2025/8/16,
940850,Full Steam VENGEANCE!! (GaMetal Remix),,flashygoodness,osu!mania 4K World Cup,,,2025/8/16,
940851,Surface Tension,,埼玉最終兵器,osu!mania 4K World Cup,,,2025/8/16,
940852,I'm For You (Cut Ver.),,Magnetude,osu!mania 4K World Cup,,,2025/8/16,
940853,Villain Virus [feat. かめりあ] (Cut Ver.),,Kobaryo,osu!mania 4K World Cup,,,2025/8/16,
940854,ゼッタイゼツメイ,,空白ごっこ,osu!mania 4K World Cup,,,2025/8/16,
940855,ゆるふわ樹海ガール (Cut Ver.),,ろん,osu!mania 4K World Cup,,,2025/8/16,
940856,shadows of cats,,かめりあ,osu!mania 4K World Cup,,,2025/8/16,
940857,Fermion Amplification,,Kou!,osu!mania 4K World Cup,,,2025/8/16,
940858,The Ever Increasing Death Toll of Birds In My Life,,Terminal 11,osu!mania 4K World Cup,,,2025/8/16,
940859,ソワレ,,星街すいせい,osu!mania 4K World Cup,,,2025/8/16,
940860,September (yomoha remix),,"Earth, Wind & Fire",osu!mania 4K World Cup,,,2025/8/16,"['Earth', 'Wind', 'Fire']"
940861,Backbeat Revenge (Cut Ver.),,かめりあ,osu!mania 4K World Cup,,,2025/8/16,
940862,四ツ谷さんによろしく,,ひめりんご,osu!mania 4K World Cup,,,2025/8/16,
940863,Preztels,,Tomato cat,osu!mania 4K World Cup,,,2025/8/16,
940864,!!! IMPULSIVE <剡> WAVE !!!,,ルゼ,osu!mania 4K World Cup,,,2025/9/22,
940865,風雅,,埼玉最終兵器,osu!mania 4K World Cup,,,2025/8/16,
940866,re:||VERSE,,かめりあ feat. chiisana,osu!mania 4K World Cup,,,2025/8/16,"['かめりあ', 'chiisana']"
940867,砕月 (takehirotei frenchcore remix),,ココ&さつき が てんこもり,osu!mania 4K World Cup,,,2025/8/16,"['ココ', 'さつき が てんこもり']"
940868,POLYBIUS GB SPEEDRUN (Glitchless 100% WR in 0:03:57),,かめりあ,osu!mania 4K World Cup,,,2025/8/16,
940869,Catastrophe,,Juggernaut.,osu!mania 4K World Cup,,,2025/8/16,
940870,ファジィフューチャー,,ゆいこんぬ × 鎖那,osu!mania 4K World Cup,,,2025/8/16,"['ゆいこんぬ', '鎖那']"
940871,ChallengeЯ,,ミツキ,osu!mania 4K World Cup,,,2025/8/16,
940872,TERABƔTE,,Kou!,osu!mania 4K World Cup,,,2025/8/16,
940873,orphᴉc,,roər,osu!mania 4K World Cup,,,2025/9/22,
940874,"Once Forgotten, Nothing Remains",,Raphiiel,osu!mania 4K World Cup,,,2025/9/22,
950001,うに,,立秋,osu!mania 7K World Cup,,,2016/1/9,
950002,Unpleasant Sonata,,Igorrr,osu!mania 7K World Cup,,,2016/1/9,
950003,雨道 -amamichi-,,Otokaze,osu!mania 7K World Cup,,,2016/1/9,
950004,Wonderナンダ?片思い,,RAMM,osu!mania 7K World Cup,,,2016/1/9,
950005,China Dress,,Memme,osu!mania 7K World Cup,,,2016/1/9,
950006,Reverence,,Vospi,osu!mania 7K World Cup,,,2016/1/9,
950007,FIRE FIRE -DARK BLAZE REMIX-,,Yooh,osu!mania 7K World Cup,,,2016/1/9,
950008,花语-玫瑰,,himmeltengoku,osu!mania 7K World Cup,,,2016/1/9,
950009,Re:Birth II - Last Battle,,伊藤 賢治,osu!mania 7K World Cup,,,2016/1/9,['伊藤賢治']
950010,恋のセレナーデ,,Halozy,osu!mania 7K World Cup,,,2016/1/9,
950011,Baby Sweet Berry Love (Tsukiko chan Maji kawa-E Remix),,小倉唯,osu!mania 7K World Cup,,,2016/1/9,
950012,ふんわりふわり,,後藤麻衣,osu!mania 7K World Cup,,,2016/1/9,
950013,シークレットカクレンジャー TEKINA Remix,,トゥー・チー・チェン,osu!mania 7K World Cup,,,2016/1/9,
950014,Workaholic,,C-SHOW,osu!mania 7K World Cup,,,2016/1/9,
950015,瞬間スプライン,,Kicco,osu!mania 7K World Cup,,,2016/1/9,
950016,Negative Legacy,,Primary,osu!mania 7K World Cup,,,2016/1/9,
950017,This Will Be the Day (James Landino's Magical Girl Remix),,Jeff Williams & Casey Lee Williams,osu!mania 7K World Cup,,,2016/1/9,"['Jeff Williams', 'Casey Lee Williams']"
950018,春竜 ~Haryu~,,あず♪,osu!mania 7K World Cup,,,2016/1/9,
950019,Achromat,,MiddleIsland,osu!mania 7K World Cup,,,2016/1/9,
950020,The Italian Crack Job,,Breakmaster Cylinder,osu!mania 7K World Cup,,,2016/1/9,
950021,Quo Vadis,,M2U,osu!mania 7K World Cup,,,2016/1/9,
950022,"No pain, No game",,ナノ,osu!mania 7K World Cup,,,2016/1/9,
950023,anemone,,S-C-U feat. Qrispy Joybox,osu!mania 7K World Cup,,,2016/1/9,"['S-C-U', 'Qrispy Joybox']"
950024,Madpakke,,CELLON.,osu!mania 7K World Cup,,,2016/1/9,
950025,STORIA,,xi vs sakuzyo,osu!mania 7K World Cup,,,2016/1/9,"['xi', 'sakuzyo']"
950026,Kétsarkú Mozgalom,,Venetian Snares,osu!mania 7K World Cup,,,2016/1/9,
950027,トキヲ・ファンカ,,takamatt feat. GUMI,osu!mania 7K World Cup,,,2016/1/9,['takamatt']
950028,天文学,,masaki,osu!mania 7K World Cup,,,2016/1/9,
950029,Sakura Reflection (P★Light Slayer Remix),,P★Light,osu!mania 7K World Cup,,,2016/1/9,
950030,Souzou Forest,,yuikonnu,osu!mania 7K World Cup,,,2016/1/9,
950031,G Free ～ Final Dream,,みょん,osu!mania 7K World Cup,,,2016/1/9,
950032,OVERDRIVERS,,P*Light feat. mow*2,osu!mania 7K World Cup,,,2016/1/9,"['P*Light', 'mow*2']"
950033,Miss You,,Nhato,osu!mania 7K World Cup,,,2016/1/9,
950034,Valedict,,void,osu!mania 7K World Cup,,,2016/1/9,
950035,人間失格,,Neru,osu!mania 7K World Cup,,,2016/1/9,
950036,Halloween Party,,SHK,osu!mania 7K World Cup,,,2016/1/9,
950183,Valhalla,,xi,osu!mania 7K World Cup,,,2018/2/10,
950038,Schur's Theorem,,w_tre respect for AT&HU,osu!mania 7K World Cup,,,2016/1/9,['Sobrem']
950039,Delrio,,MiddleIsland,osu!mania 7K World Cup,,,2016/1/9,
950040,Fryzura Konika,,Igorrr,osu!mania 7K World Cup,,,2016/1/9,
950041,Bright (Sushi Killer Remix),,TREKKIE TRAX,osu!mania 7K World Cup,,,2016/1/9,
950042,Chik Habit,,The Flashbulb,osu!mania 7K World Cup,,,2016/1/9,
950043,End Time,ET,Cres,osu!mania 7K World Cup,,,2016/1/9,
950044,恋さくミライ,,佐咲紗花,osu!mania 7K World Cup,,,2016/1/9,
950485,画竜点睛,,xi,osu!mania 7K World Cup,,,2024/1/13,
950046,starlog,,ちょうちょ,osu!mania 7K World Cup,,,2016/1/9,
950047,ApolloN,,sun3,osu!mania 7K World Cup,,,2016/1/9,
950048,幽霊楽団 〜 Phantom Ensemble,,ESTi,osu!mania 7K World Cup,,,2016/1/9,
950049,万吨匿名信,,埋葬,osu!mania 7K World Cup,,,2016/1/9,
950050,Back to the gate,,DJ Sharpnel,osu!mania 7K World Cup,,,2016/1/9,
950051,有頂天ビバーチェ,,ゆいこんぬ,osu!mania 7K World Cup,,,2016/1/9,
950052,冷たい密室と博士たちの不夜城,,Ayatsugu_Otowa,osu!mania 7K World Cup,,,2016/1/9,
950053,*Crow Solace*,,m108,osu!mania 7K World Cup,,,2016/1/9,
950054,Dreadnought,,Mastermind(xi+nora2r),osu!mania 7K World Cup,,,2016/1/9,"['xi', 'nora2r']"
950055,squartatrice,,gmtn. vs. kozato (fw. LUZE),osu!mania 7K World Cup,,,2016/1/9,"['gmtn.', 'LUZE']"
950056,Satori ~3rd EyEs,,Kucchi,osu!mania 7K World Cup,,,2016/1/9,
950057,CirnoRHTL,,Reizoko Cj,osu!mania 7K World Cup,,,2016/1/9,
950058,Intersect Thunderbolt-Remix,,S.S.H.,osu!mania 7K World Cup,,,2016/1/9,
950059,Music Revolver,,Zeami,osu!mania 7K World Cup,,,2016/1/9,
950060,聖夜のスペシャルシューティングスター,,IOSYS feat. 鷹月さくら,osu!mania 7K World Cup,,,2016/1/9,"['IOSYS', '鷹月さくら']"
950061,12 little fragments of silence,,Betwixt & Between,osu!mania 7K World Cup,,,2016/1/9,"['Betwixt', 'Between']"
950062,月に叢雲華に風,,senya,osu!mania 7K World Cup,,,2016/1/9,
950063,Blue Zenith,蓝顶,xi,osu!mania 7K World Cup,,,2016/1/9,
950064,Weave Detonator,,MEGA & Tatsh,osu!mania 7K World Cup,,,2016/1/9,"['MEGA', 'Tatsh']"
950065,Slit O,,EBICO,osu!mania 7K World Cup,,,2016/1/9,
950066,負け犬至上主義,,150P,osu!mania 7K World Cup,,,2016/1/9,
950138,Aragami,,xi,osu!mania 7K World Cup,,,2018/2/10,
950068,Resurrection Spell,,ZUN remixed by LeaF,osu!mania 7K World Cup,,,2016/1/9,"['ZUN', 'LeaF']"
950069,Hyakka Ryouran,,Kakumi Nishigomi,osu!mania 7K World Cup,,,2016/1/9,
950070,ストリーミングハート,,れをる,osu!mania 7K World Cup,,,2016/1/9,
950071,satori de pon!,,goreshit,osu!mania 7K World Cup,,,2016/1/9,
950096,Doppelganger,,LeaF,osu!mania 7K World Cup,,,2017/1/14,
950073,Just Hold on (To All Fighters),,void,osu!mania 7K World Cup,,,2016/1/9,
950074,夏色サプライズ,,中川かのん starring 東山奈央,osu!mania 7K World Cup,,,2017/1/14,['東山奈央']
950075,リンクス (TV Size),,三澤紗千香,osu!mania 7K World Cup,,,2017/1/14,
950076,2A-Attack,,矢鴇つかさ,osu!mania 7K World Cup,,,2017/1/14,
950077,freak of nature: start,,彩菜,osu!mania 7K World Cup,,,2017/1/14,
950078,Blowin',,澤野 弘之,osu!mania 7K World Cup,,,2017/1/14,
950079,Magic,,Nhato,osu!mania 7K World Cup,,,2017/1/14,
950080,Aihana (Love+ Edit),,高嶺 愛花,osu!mania 7K World Cup,,,2017/1/14,
950081,Everlasting Message,,ぺのれり,osu!mania 7K World Cup,,,2017/1/14,
950082,十六夜童歌,,葉月ゆら,osu!mania 7K World Cup,,,2017/1/14,
950083,マイ・ディア・ガール (short Ver),,佐咲紗花,osu!mania 7K World Cup,,,2017/1/14,
950084,Dragon Valley (Toni Leys Remix feat. Esteban Bellucci),,Toni Leys,osu!mania 7K World Cup,,,2017/1/14,
950085,いけないボーダーライン,,ワルキューレ,osu!mania 7K World Cup,,,2017/1/14,
950086,Above the Clouds,,Helblinde,osu!mania 7K World Cup,,,2017/1/14,
950087,Milky Way,,SHK,osu!mania 7K World Cup,,,2017/1/14,
950088,The Limbo,,STN,osu!mania 7K World Cup,,,2017/1/14,
950089,Move Real Slow,,DJ SHIMAMURA,osu!mania 7K World Cup,,,2017/1/14,
950090,X-D-A-T,,しばやん,osu!mania 7K World Cup,,,2017/1/14,
950091,表裏一体,,ゆず,osu!mania 7K World Cup,,,2017/1/14,
950092,reverb,,仲村芽衣子,osu!mania 7K World Cup,,,2017/1/14,
950093,Pink Gold,,S.I.D-Sound,osu!mania 7K World Cup,,,2017/1/14,
950094,Romancing Layer,,TAG,osu!mania 7K World Cup,,,2017/1/14,
950095,約束之歌,,M2U,osu!mania 7K World Cup,,,2017/1/14,
950097,宙の旋律 -the melody of the cosmos- feat.lily-an (OP Cut),,Iced Blade,osu!mania 7K World Cup,,,2017/1/14,
950098,Hesperides,,xi,osu!mania 7K World Cup,,,2017/1/14,
950099,深海少女,,のぶなが,osu!mania 7K World Cup,,,2017/1/14,
950100,朧,,HHH×MM×ST,osu!mania 7K World Cup,,,2017/1/14,"['Ryu☆', 'Dai', 'VJ Halka', '森永真由美', 'Starving Trancer']"
950101,Chikyuu Saigo no Kokuhaku wo,,yuikonnu,osu!mania 7K World Cup,,,2017/1/14,
950102,sakura sweets (keii bootleg),,sky-fi,osu!mania 7K World Cup,,,2017/1/14,
950103,HAELEQ∩INZ -the clown of 24stairs-,,orangentle / Yu_Asahina,osu!mania 7K World Cup,,,2017/1/14,"['orangentle', 'Yu_Asahina']"
950104,キミとワタシのヒトリゴト,,ゆいこんぬ&あやぽんず,osu!mania 7K World Cup,,,2017/1/14,"['ゆいこんぬ', 'あやぽんず']"
950105,o'er the flood,,goreshit,osu!mania 7K World Cup,,,2017/1/14,
950106,Glitch Nerds,,LukHash,osu!mania 7K World Cup,,,2017/1/14,
950107,Extreme Z4 (Agressive HC mix),,Forte Escape remixed by gmtn.,osu!mania 7K World Cup,,,2017/1/14,"['Forte Escape', 'gmtn.']"
950108,Tactical railroad,,DJ SHARPNEL,osu!mania 7K World Cup,,,2017/1/14,
950109,Monotune ~Respect~,,DJ MRYM,osu!mania 7K World Cup,,,2017/1/14,
950110,Morgenglut 2012,,sun3,osu!mania 7K World Cup,,,2017/1/14,
950111,Right in Two,,Tool,osu!mania 7K World Cup,,,2017/1/14,
950112,"No Money Down, Low Monthly Payments",,Nero's Day At Disneyland,osu!mania 7K World Cup,,,2017/1/14,
950113,Wind God Girl 風神少女,,Demetori,osu!mania 7K World Cup,,,2017/1/14,
950114,Imprinting,,Sakuzyo,osu!mania 7K World Cup,,,2017/1/14,
950115,Memoria Reborn,,Helblinde,osu!mania 7K World Cup,,,2017/1/14,
950116,Perpetuum Mobile,,Carl Maria von Weber,osu!mania 7K World Cup,,,2017/1/14,
950117,Kakumeisei ousama densenbyou,,Suzumu,osu!mania 7K World Cup,,,2017/1/14,
950118,Mathsma Attack,,Blitz Lunar,osu!mania 7K World Cup,,,2017/1/14,
950119,Dreamin' attraction!!(Extended),美年达,翡乃イスカ,osu!mania 7K World Cup,,,2017/1/14,
950120,Re：End of a Dream,终梦,uma vs. モリモリあつし,osu!mania 7K World Cup,,,2017/1/14,"['uma', 'モリモリあつし']"
950121,floating point (Drumcorps Remix),,The Algorithm,osu!mania 7K World Cup,,,2017/1/14,
950122,Dans la mer de son,,かめりあ,osu!mania 7K World Cup,,,2017/1/14,
950123,cloud,,EZFG,osu!mania 7K World Cup,,,2017/1/14,
950124,Angelic Party,,xi,osu!mania 7K World Cup,,,2017/1/14,
950125,HEKIREKI (TV Size),,ラスト・アライアンス,osu!mania 7K World Cup,,,2018/2/10,
950126,Sayonara Cruel World (Reworked),,Between August and December,osu!mania 7K World Cup,,,2018/2/10,
950127,アネモネ -TV MIX-,,ClariS,osu!mania 7K World Cup,,,2018/2/10,
950128,LOVING TRIP,,yozuca*,osu!mania 7K World Cup,,,2018/2/10,
950129,Flame Dark,,KIVΛ feat. Qma,osu!mania 7K World Cup,,,2018/2/10,"['KIVΛ', 'Qma']"
950130,嘆きの樹 -02RMX-,,金獅子,osu!mania 7K World Cup,,,2018/2/10,
950131,原宿いやほい,,きゃりーぱみゅぱみゅ,osu!mania 7K World Cup,,,2018/2/10,
950132,聞こえますか feat. 春輝〈幼少期〉（CV：こいぬ）,,HoneyWorks,osu!mania 7K World Cup,,,2018/2/10,
950133,作戦会議,,RADWIMPS,osu!mania 7K World Cup,,,2018/2/10,
950134,Proluvies,,Camellia,osu!mania 7K World Cup,,,2018/2/10,
950135,agony (TV Size),,KOTOKO,osu!mania 7K World Cup,,,2018/2/10,
950136,Phantasmagoria,,Falcom Sound Team J.D.K.,osu!mania 7K World Cup,,,2018/2/10,
950137,spaceman,,Kola Kid,osu!mania 7K World Cup,,,2018/2/10,
950139,顕現／great three,,深澤秀行,osu!mania 7K World Cup,,,2018/2/10,
950140,Snowflakes,,N.M.S.T,osu!mania 7K World Cup,,,2018/2/10,
950141,éclair au chocolat (extended bittersweet mix),,kamome sano,osu!mania 7K World Cup,,,2018/2/10,
950142,.357 Magnum,,xi,osu!mania 7K World Cup,,,2018/2/10,
950143,A Fool Moon Night,蠢月,칵스 (THE KOXX),osu!mania 7K World Cup,,,2018/2/10,['THE KOXX']
950144,天真爛漫高襟姫,,かぴたろう,osu!mania 7K World Cup,,,2018/2/10,
950145,Is This Love [osu!mania Speedmapping Challenge #5],,she,osu!mania 7K World Cup,,,2018/2/10,
950146,gum,,she,osu!mania 7K World Cup,,,2018/2/10,
950147,Seven Colors,,UNDEAD CORPORATION,osu!mania 7K World Cup,,,2018/2/10,
950148,Avril 14th (webodan's 8-bit GXSCC cover),,Aphex Twin,osu!mania 7K World Cup,,,2018/2/10,
950149,Deus ex machina,,holic,osu!mania 7K World Cup,,,2018/2/10,
950150,CHOIR JAIL,,鈴木 このみ,osu!mania 7K World Cup,,,2018/2/10,
950151,Stella-rium (DJ Noriken Bootleg),,鹿乃,osu!mania 7K World Cup,,,2018/2/10,
950152,Introduction And Variations 'Trockne Blumen' Variation 5 Remix&Arrange,,Schubert,osu!mania 7K World Cup,,,2018/2/10,
950153,One Day,,encX,osu!mania 7K World Cup,,,2018/2/10,
950154,GOODBOUNCE,良弹,EBIMAYO,osu!mania 7K World Cup,,,2018/2/10,
950155,Passage D,,The Flashbulb,osu!mania 7K World Cup,,,2018/2/10,
950156,上海紅茶館 (Orchid Remix 2017 Update ver.),,Yooh,osu!mania 7K World Cup,,,2018/2/10,
950157,銀河鉄道のペンギン ft. nicamoq (Stripe.P Remix),,Aiobahn & Yunomi,osu!mania 7K World Cup,,,2018/2/10,"['Aiobahn', 'Yunomi']"
950158,outside,,bill wurtz,osu!mania 7K World Cup,,,2018/2/10,
950159,源流懐古,,Halozy,osu!mania 7K World Cup,,,2018/2/10,
950160,white forces,,fripSide,osu!mania 7K World Cup,,,2018/2/10,
950161,crystallized,,かめりあ,osu!mania 7K World Cup,,,2018/2/10,
950162,Flower Flag,,FELT,osu!mania 7K World Cup,,,2018/2/10,
950163,Hypernova,,A4paper,osu!mania 7K World Cup,,,2018/2/10,
950164,Celestial stinger,,Noah,osu!mania 7K World Cup,,,2018/2/10,
950165,VVV,,ZiGZaG,osu!mania 7K World Cup,,,2018/2/10,
950166,TSLove,,O2i3,osu!mania 7K World Cup,,,2018/2/10,
950167,Delightness Brightness,,Hinoisuka,osu!mania 7K World Cup,,,2018/2/10,
950168,夜桜 (Delay Ver.),,彩音 / 小宮真央,osu!mania 7K World Cup,,,2018/2/10,"['彩音', '小宮真央']"
950169,the nature of dying,,goreshit,osu!mania 7K World Cup,,,2018/2/10,
950170,Towards the Horizon,,かめりあ,osu!mania 7K World Cup,,,2018/2/10,
950171,彷徨いの冥,,少女フラクタル,osu!mania 7K World Cup,,,2018/2/10,
950172,Burnt Rice (Aiobahn & Jh-Anu Remix),,Shawn Wasabi + YDG feat. YUNG GEMMY,osu!mania 7K World Cup,,,2018/2/10,"['Shawn Wasabi', 'YDG', 'YUNG GEMMY']"
950173,Sakura no Sakanu wa Eiketsu no,,Misty rain,osu!mania 7K World Cup,,,2018/2/10,
950174,Second Run (Core Mix),,남구민,osu!mania 7K World Cup,,,2018/2/10,
950175,Carry me away,,lapix,osu!mania 7K World Cup,,,2018/2/10,
950176,Beat in Angel,,Hoshizora Rin (CV.Iida Riho) & Nishikino Maki (CV.Pile),osu!mania 7K World Cup,,,2018/2/10,"['饭田里穗', 'Pile']"
950177,Gate Openerz,,DJ Sharpnel,osu!mania 7K World Cup,,,2018/2/10,
950178,Hold Angel,,you,osu!mania 7K World Cup,,,2018/2/10,
950179,Future Cider,,YUC'e,osu!mania 7K World Cup,,,2018/2/10,
950180,tiny tales continue,,黒魔,osu!mania 7K World Cup,,,2018/2/10,
950181,ENDYMION,,Fallen Shepherd ft. RabbiTon Strings,osu!mania 7K World Cup,,,2018/2/10,"['Fallen Shepherd', 'RabbiTon Strings']"
950182,Deublithick,,激辛マニア,osu!mania 7K World Cup,,,2018/2/10,
950184,Through The Fire And Flames,,DragonForce,osu!mania 7K World Cup,,,2018/2/10,
950185,Ragnarok,,Gram vs. かめりあ,osu!mania 7K World Cup,,,2018/2/10,"['Gram', 'かめりあ']"
950186,TURNDOWN(gdbg edit),,Ras,osu!mania 7K World Cup,,,2018/2/10,
950187,Deadlocked,,F-777,osu!mania 7K World Cup,,,2018/2/10,
950188,Renatus,,Soleily,osu!mania 7K World Cup,,,2019/2/9,
950189,おてんば恋娘,,紅薙旅人,osu!mania 7K World Cup,,,2019/2/9,
950190,dir,,dai,osu!mania 7K World Cup,,,2019/2/9,
950191,Summer in Kagome,,佐藤仁美,osu!mania 7K World Cup,,,2019/2/9,
950192,VERVERG,,ani feat. b,osu!mania 7K World Cup,,,2019/2/9,"['ani', 'b']"
950193,The Last Rave In The Depths Of Your Eyes,,The Queenstons,osu!mania 7K World Cup,,,2019/2/9,
950194,ouroboros -twin stroke of the end-,,Cranky vs. MASAKI,osu!mania 7K World Cup,,,2019/2/9,"['Cranky', 'MASAKI']"
950195,Spica,,Endorfin.,osu!mania 7K World Cup,,,2019/2/9,
950196,Scatter Brain,,not,osu!mania 7K World Cup,,,2019/2/9,
950197,天空の城ヴェリエル,天空之城,うえつ氏,osu!mania 7K World Cup,,,2019/2/9,
950198,Valestein Castle,,Sword of Justice,osu!mania 7K World Cup,,,2019/2/9,
950199,elegante,,Junk,osu!mania 7K World Cup,,,2019/2/9,
950200,浮世絵横丁,,魔界都市ニイガタ,osu!mania 7K World Cup,,,2019/2/9,
950201,Ineffabilis,,Gentle Stick x M2U,osu!mania 7K World Cup,,,2019/2/9,"['Gentle Stick', 'M2U']"
950202,furiae,,ninomiya tatsuki,osu!mania 7K World Cup,,,2019/2/9,
950203,Focus,,DKVPZ,osu!mania 7K World Cup,,,2019/2/9,
950204,本日は誠にラリルレイン,,Petit Rabbit's with beans,osu!mania 7K World Cup,,,2019/2/9,"['Petit Rabbit\'s', 'beans']"
950205,Light in Baby Tree,,youmi,osu!mania 7K World Cup,,,2019/2/9,
950206,くいしんぼハッカー feat. くいしんぼあかちゃん,,Neko Hacker,osu!mania 7K World Cup,,,2019/2/9,
950207,Secret Wish,,ESTi,osu!mania 7K World Cup,,,2019/2/9,
950208,That Missing Week,,The Flashbulb,osu!mania 7K World Cup,,,2019/2/9,
950209,Lemuria,,Festa,osu!mania 7K World Cup,,,2019/2/9,
950210,君と誰かの優しさに,,senya,osu!mania 7K World Cup,,,2019/2/9,
950211,SAY BAY,,P＊Light,osu!mania 7K World Cup,,,2019/2/9,
950212,妄想フルブラック,,"バスドラ連打P, めにきち feat. 猫村いろは, GUMI",osu!mania 7K World Cup,,,2019/2/9,"['バスドラ連打P', 'めにきち', '猫村いろは', 'GUMI']"
950213,algorhythm,,nana feat. GUMI,osu!mania 7K World Cup,,,2019/2/9,['nana']
